CNPJ;Ano;Recebeu pelo INSS?;Competência;Apurado;;Status;Principal;Multa;Juros;Total;Data de vencimento;Data de recolhimento
44328825000105;2023;;Janeiro/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Fevereiro/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Março/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Abril/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Maio/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Junho/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Julho/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Agosto/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Setembro/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Outubro/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Novembro/2023;Sim;;-;-;-;-;-;-
44328825000105;2023;;Dezembro/2023;Sim;;-;-;-;-;-;-
44328825000105;2024;;Janeiro/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Fevereiro/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Março/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Abril/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Maio/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Junho/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Julho/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Agosto/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Setembro/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Outubro/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Novembro/2024;Sim;;-;-;-;-;-;-
44328825000105;2024;;Dezembro/2024;Sim;;-;-;-;-;-;-
44328825000105;2025;;Janeiro/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Fevereiro/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Março/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Abril/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Maio/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Junho/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Julho/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Agosto/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Setembro/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Outubro/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Novembro/2025;Sim;;-;-;-;-;-;-
44328825000105;2025;;Dezembro/2025;Sim;;-;-;-;-;-;-
